#time          Q              r            MSE
90.5245   0.518911   0.686462   0.0948357
90.7745   0.518911   0.686462   0.0948357
91.0245   0.518911   0.686462   0.0948357
91.2745   0.518911   0.686462   0.0948357
91.5245   0.518911   0.686462   0.0948357
91.7745   0.518911   0.686462   0.0948357
92.0245   0.518911   0.686462   0.0948357
92.2745   0.518911   0.686462   0.0948357
92.5245   0.518911   0.686462   0.0948357
92.7745   0.518911   0.686462   0.0948357
93.0245   0.518911   0.686462   0.0948357
93.2745   0.518911   0.686462   0.0948357
93.5245   0.518911   0.686462   0.0948357
93.7745   0.518911   0.686462   0.0948357
94.0245   0.518911   0.686462   0.0948357
94.2745   0.518911   0.686462   0.0948357
94.5245   0.518911   0.686462   0.0948357
94.7745   0.518911   0.686462   0.0948357
95.0245   0.518911   0.686462   0.0948357
95.2745   0.518911   0.686462   0.0948357
95.5245   0.518911   0.686462   0.0948357
95.7745   0.518911   0.686462   0.0948357
96.0245   0.518911   0.686462   0.0948357
96.2745   0.518911   0.686462   0.0948357
96.5245   0.518911   0.686462   0.0948357
96.7745   0.518911   0.686462   0.0948357
97.0245   0.518911   0.686462   0.0948357
97.2745   0.518911   0.686462   0.0948357
97.5245   0.518911   0.686462   0.0948357
97.7745   0.518911   0.686462   0.0948357
98.0245   0.518911   0.686462   0.0948357
98.2745   0.518911   0.686462   0.0948357
98.5245   0.518911   0.686462   0.0948357
98.7745   0.518911   0.686462   0.0948357
99.0245   0.518911   0.686462   0.0948357
99.2745   0.518911   0.686462   0.0948357
99.5245   0.518911   0.686462   0.0948357
99.6434   0.518911   0.686462   0.0948357
99.7623   0.518911   0.686462   0.0948357
99.8811   0.518911   0.686462   0.0948357
100   0.518911   0.686462   0.0948357
