# S1 S2 MSE
1.00 0.90 0.13357
1.00 1.00 0.08990
1.00 1.10 0.09857
1.00 1.20 0.11664
1.00 1.30 0.14753
1.00 1.40 0.15471
1.00 1.50 0.12096
1.00 1.60 0.12678
1.00 1.70 0.12037
1.00 1.80 0.16563
1.00 1.90 0.13297
1.00 2.00 0.10867
1.00 2.10 0.16049
1.00 2.20 0.15577
1.00 2.30 0.16088
1.00 2.40 0.22585
1.00 2.50 0.16130
1.00 2.60 0.15745
1.00 2.70 0.15559
1.00 2.80 0.15132
1.00 2.90 0.19860
1.00 3.00 0.14186

1.10 0.00 0.75239
1.10 0.10 0.50536
1.10 0.20 0.41498
1.10 0.30 0.34542
1.10 0.40 0.29452
1.10 0.50 0.31714
1.10 0.60 0.21125
1.10 0.70 0.24466
1.10 0.80 0.25464
1.10 0.90 0.26204
1.10 1.00 0.10126
1.10 1.10 0.11265
1.10 1.20 0.08711
1.10 1.30 0.10203
1.10 1.40 0.13013
1.10 1.50 0.12377
1.10 1.60 0.15582
1.10 1.70 0.13957
1.10 1.80 0.16499
1.10 1.90 0.15698
1.10 2.00 0.18219
1.10 2.10 0.18676
1.10 2.20 0.14631
1.10 2.30 0.13237
1.10 2.40 0.16956
1.10 2.50 0.16106
1.10 2.60 0.15320
1.10 2.70 0.16363
1.10 2.80 0.14611
1.10 2.90 0.14367
1.10 3.00 0.13904

1.20 0.00 0.63235
1.20 0.10 0.61013
1.20 0.20 0.59899
1.20 0.30 0.40587
1.20 0.40 0.36734
1.20 0.50 0.30858
1.20 0.60 0.32780
1.20 0.70 0.24391
1.20 0.80 0.24223
1.20 0.90 0.25483
1.20 1.00 0.18093
1.20 1.10 0.13823
1.20 1.20 0.10445
1.20 1.30 0.07339
1.20 1.40 0.09712
1.20 1.50 0.11059
1.20 1.60 0.13899
1.20 1.70 0.14783
1.20 1.80 0.13250
1.20 1.90 0.15297
1.20 2.00 0.15249
1.20 2.10 0.14253
1.20 2.20 0.11767
1.20 2.30 0.15466
1.20 2.40 0.23677
1.20 2.50 0.15543
1.20 2.60 0.15226
1.20 2.70 0.15065
1.20 2.80 0.15034
1.20 2.90 0.14504
1.20 3.00 0.13385

1.30 0.00 0.71660
1.30 0.10 0.65828
1.30 0.20 0.63633
1.30 0.30 0.52626
1.30 0.40 0.44799
1.30 0.50 0.38292
1.30 0.60 0.38561
1.30 0.70 0.28374
1.30 0.80 0.25046
1.30 0.90 0.31176
1.30 1.00 0.25284
1.30 1.10 0.16927
1.30 1.20 0.08693
1.30 1.30 0.08425
1.30 1.40 0.11545
1.30 1.50 0.12885
1.30 1.60 0.11738
1.30 1.70 0.10414
1.30 1.80 0.14551
1.30 1.90 0.16287
1.30 2.00 0.17264
1.30 2.10 0.14364
1.30 2.20 0.11680
1.30 2.30 0.14831
1.30 2.40 0.12653
1.30 2.50 0.12102
1.30 2.60 0.14399
1.30 2.70 0.15950
1.30 2.80 0.10231
1.30 2.90 0.13705
1.30 3.00 0.10927

1.40 0.00 0.69790
1.40 0.10 0.68340
1.40 0.20 0.64906
1.40 0.30 0.42595
1.40 0.40 0.37111
1.40 0.50 0.40335
1.40 0.60 0.26871
1.40 0.70 0.28903
1.40 0.80 0.30185
1.40 0.90 0.34357
1.40 1.00 0.44098
1.40 1.10 0.23142
1.40 1.20 0.14543
1.40 1.30 0.09862
1.40 1.40 0.10116
1.40 1.50 0.11334
1.40 1.60 0.11004
1.40 1.70 0.11426
1.40 1.80 0.10525
1.40 1.90 0.12266
1.40 2.00 0.12116
1.40 2.10 0.14433
1.40 2.20 0.13672
1.40 2.30 0.16270
1.40 2.40 0.11791
1.40 2.50 0.12814
1.40 2.60 0.15959
1.40 2.70 0.13742
1.40 2.80 0.13255
1.40 2.90 0.13150
1.40 3.00 0.17365

1.50 0.00 0.69324
1.50 0.10 0.68118
1.50 0.20 0.65344
1.50 0.30 0.44195
1.50 0.40 0.56520
1.50 0.50 0.42725
1.50 0.60 0.37558
1.50 0.70 0.25566
1.50 0.80 0.30539
1.50 0.90 0.43747
1.50 1.00 0.35178
1.50 1.10 0.30155
1.50 1.20 0.18273
1.50 1.30 0.11753
1.50 1.40 0.11476
1.50 1.50 0.09822
1.50 1.60 0.10804
1.50 1.70 0.10154
1.50 1.80 0.13064
1.50 1.90 0.11682
1.50 2.00 0.09088
1.50 2.10 0.18180
1.50 2.20 0.13244
1.50 2.30 0.13634
1.50 2.40 0.09509
1.50 2.50 0.15430
1.50 2.60 0.11887
1.50 2.70 0.10764
1.50 2.80 0.11042
1.50 2.90 0.12414
1.50 3.00 0.13259

1.60 0.00 0.81995
1.60 0.10 0.69439
1.60 0.20 0.48192
1.60 0.30 0.65345
1.60 0.40 0.43727
1.60 0.50 0.43966
1.60 0.60 0.41320
1.60 0.70 0.40631
1.60 0.80 0.37598
1.60 0.90 0.36280
1.60 1.00 0.43939
1.60 1.10 0.35676
1.60 1.20 0.23194
1.60 1.30 0.12100
1.60 1.40 0.14208
1.60 1.50 0.09750
1.60 1.60 0.10098
1.60 1.70 0.08886
1.60 1.80 0.10877
1.60 1.90 0.10002
1.60 2.00 0.11367
1.60 2.10 0.13995
1.60 2.20 0.11511
1.60 2.30 0.11536
1.60 2.40 0.09204
1.60 2.50 0.12309
1.60 2.60 0.14870
1.60 2.70 0.11876
1.60 2.80 0.12204
1.60 2.90 0.14698
1.60 3.00 0.15804

1.70 0.00 0.97130
1.70 0.10 0.71667
1.70 0.20 0.84622
1.70 0.30 0.54279
1.70 0.40 0.46688
1.70 0.50 0.38993
1.70 0.60 0.40180
1.70 0.70 0.39022
1.70 0.80 0.33144
1.70 0.90 0.31267
1.70 1.00 0.46556
1.70 1.10 0.52763
1.70 1.20 0.30750
1.70 1.30 0.18300
1.70 1.40 0.15095
1.70 1.50 0.08134
1.70 1.60 0.11115
1.70 1.70 0.09747
1.70 1.80 0.09092
1.70 1.90 0.10069
1.70 2.00 0.13001
1.70 2.10 0.09585
1.70 2.20 0.13388
1.70 2.30 0.11842
1.70 2.40 0.14361
1.70 2.50 0.14999
1.70 2.60 0.10172
1.70 2.70 0.08828
1.70 2.80 0.10811
1.70 2.90 0.14336
1.70 3.00 0.10694

1.80 0.00 1.00447
1.80 0.10 0.68712
1.80 0.20 0.65774
1.80 0.30 0.58218
1.80 0.40 0.52232
1.80 0.50 0.37909
1.80 0.60 0.46441
1.80 0.70 0.35675
1.80 0.80 0.36047
1.80 0.90 0.45572
1.80 1.00 0.36428
1.80 1.10 0.46552
1.80 1.20 0.27668
1.80 1.30 0.18806
1.80 1.40 0.15293
1.80 1.50 0.09484
1.80 1.60 0.09934
1.80 1.70 0.10301
1.80 1.80 0.08591
1.80 1.90 0.09785
1.80 2.00 0.10987
1.80 2.10 0.11081
1.80 2.20 0.10500
1.80 2.30 0.10736
1.80 2.40 0.11779
1.80 2.50 0.13397
1.80 2.60 0.10876
1.80 2.70 0.13574
1.80 2.80 0.09795
1.80 2.90 0.10440
1.80 3.00 0.11642

1.90 0.00 0.93925
1.90 0.10 0.83343
1.90 0.20 0.94803
1.90 0.30 0.66555
1.90 0.40 0.71608
1.90 0.50 0.56917
1.90 0.60 0.42189
1.90 0.70 0.41520
1.90 0.80 0.34275
1.90 0.90 0.38863
1.90 1.00 0.37185
1.90 1.10 0.41804
1.90 1.20 0.35653
1.90 1.30 0.22470
1.90 1.40 0.16726
1.90 1.50 0.11637
1.90 1.60 0.09758
1.90 1.70 0.15357
1.90 1.80 0.12483
1.90 1.90 0.11512
1.90 2.00 0.13434
1.90 2.10 0.11707
1.90 2.20 0.09725
1.90 2.30 0.08705
1.90 2.40 0.11090
1.90 2.50 0.15118
1.90 2.60 0.14418
1.90 2.70 0.15073
1.90 2.80 0.13455
1.90 2.90 0.11217
1.90 3.00 0.11301

2.00 0.00 1.07054
2.00 0.10 0.98188
2.00 0.20 0.69081
2.00 0.30 0.54670
2.00 0.40 0.41261
2.00 0.50 0.40081
2.00 0.60 0.35027
2.00 0.70 0.49160
2.00 0.80 0.28166
2.00 0.90 0.42084
2.00 1.00 0.55129
2.00 1.10 0.51229
2.00 1.20 0.44362
2.00 1.30 0.29082
2.00 1.40 0.16900
2.00 1.50 0.15485
2.00 1.60 0.09012
2.00 1.70 0.09732
2.00 1.80 0.08762
2.00 1.90 0.10069
2.00 2.00 0.07777
2.00 2.10 0.09631
2.00 2.20 0.11823
2.00 2.30 0.14242
2.00 2.40 0.11435
2.00 2.50 0.11679
2.00 2.60 0.12820
2.00 2.70 0.15544
2.00 2.80 0.10933
2.00 2.90 0.11891
2.00 3.00 0.09918

2.10 0.00 1.01726
2.10 0.10 0.94370
2.10 0.20 0.85311
2.10 0.30 0.70744
2.10 0.40 0.70522
2.10 0.50 0.38172
2.10 0.60 0.43454
2.10 0.70 0.38502
2.10 0.80 0.45595
2.10 0.90 0.44182
2.10 1.00 0.53488
2.10 1.10 0.47190
2.10 1.20 0.45050
2.10 1.30 0.30973
2.10 1.40 0.14025
2.10 1.50 0.14868
2.10 1.60 0.13672
2.10 1.70 0.12722
2.10 1.80 0.09949
2.10 1.90 0.09070
2.10 2.00 0.11695
2.10 2.10 0.08432
2.10 2.20 0.10758
2.10 2.30 0.12191
2.10 2.40 0.09364
2.10 2.50 0.08703
2.10 2.60 0.14622
2.10 2.70 0.10792
2.10 2.80 0.11759
2.10 2.90 0.10553
2.10 3.00 0.12690

2.20 0.00 0.87501
2.20 0.10 0.85508
2.20 0.20 0.62062
2.20 0.30 0.60412
2.20 0.40 0.52271
2.20 0.50 0.55153
2.20 0.60 0.60594
2.20 0.70 0.52353
2.20 0.80 0.38747
2.20 0.90 0.40470
2.20 1.00 0.54265
2.20 1.10 0.45623
2.20 1.20 0.56718
2.20 1.30 0.36085
2.20 1.40 0.20642
2.20 1.50 0.19420
2.20 1.60 0.13395
2.20 1.70 0.12909
2.20 1.80 0.10430
2.20 1.90 0.10823
2.20 2.00 0.09650
2.20 2.10 0.10134
2.20 2.20 0.09928
2.20 2.30 0.10585
2.20 2.40 0.09743
2.20 2.50 0.09519
2.20 2.60 0.08840
2.20 2.70 0.10648
2.20 2.80 0.11271
2.20 2.90 0.08016
2.20 3.00 0.12936

2.30 0.00 1.10694
2.30 0.10 0.95597
2.30 0.20 0.76780
2.30 0.30 0.52155
2.30 0.40 0.64838
2.30 0.50 0.44855
2.30 0.60 0.46030
2.30 0.70 0.45633
2.30 0.80 0.39143
2.30 0.90 0.43778
2.30 1.00 0.60854
2.30 1.10 0.59230
2.30 1.20 0.46988
2.30 1.30 0.42184
2.30 1.40 0.22224
2.30 1.50 0.16101
2.30 1.60 0.12134
2.30 1.70 0.13204
2.30 1.80 0.11254
2.30 1.90 0.10045
2.30 2.00 0.08833
2.30 2.10 0.12453
2.30 2.20 0.09217
2.30 2.30 0.14614
2.30 2.40 0.10865
2.30 2.50 0.14385
2.30 2.60 0.11253
2.30 2.70 0.08291
2.30 2.80 0.12565
2.30 2.90 0.11981
2.30 3.00 0.12386

2.40 0.00 1.01212
2.40 0.10 0.69898
2.40 0.20 0.70530
2.40 0.30 0.46132
2.40 0.40 0.71116
2.40 0.50 0.60559
2.40 0.60 0.52841
2.40 0.70 0.42439
2.40 0.80 0.52782
2.40 0.90 0.40279
2.40 1.00 0.51959
2.40 1.10 0.42284
2.40 1.20 0.47708
2.40 1.30 0.32590
2.40 1.40 0.31684
2.40 1.50 0.16900
2.40 1.60 0.17480
2.40 1.70 0.13754
2.40 1.80 0.13591
2.40 1.90 0.10500
2.40 2.00 0.12467
2.40 2.10 0.08960
2.40 2.20 0.11405
2.40 2.30 0.13503
2.40 2.40 0.11033
2.40 2.50 0.07813
2.40 2.60 0.08943
2.40 2.70 0.09511
2.40 2.80 0.10038
2.40 2.90 0.09785
2.40 3.00 0.09418

2.50 0.00 0.90360
2.50 0.10 0.90399
2.50 0.20 0.91553
2.50 0.30 0.79074
2.50 0.40 0.67534
2.50 0.50 0.70654
2.50 0.60 0.56935
2.50 0.70 0.49527
2.50 0.80 0.30030
2.50 0.90 0.47276
2.50 1.00 0.50301
2.50 1.10 0.49554
2.50 1.20 0.43490
2.50 1.30 0.42532
2.50 1.40 0.23586
2.50 1.50 0.15912
2.50 1.60 0.18039
2.50 1.70 0.19855
2.50 1.80 0.10130
2.50 1.90 0.12205
2.50 2.00 0.10217
2.50 2.10 0.11214
2.50 2.20 0.11843
2.50 2.30 0.08362
2.50 2.40 0.09701
2.50 2.50 0.15530
2.50 2.60 0.10968
2.50 2.70 0.09644
2.50 2.80 0.13530
2.50 2.90 0.09032
2.50 3.00 0.09319

2.60 0.00 0.87215
2.60 0.10 1.00949
2.60 0.20 0.77991
2.60 0.30 0.61482
2.60 0.40 0.54765
2.60 0.50 0.52919
2.60 0.60 0.74813
2.60 0.70 0.40743
2.60 0.80 0.51180
2.60 0.90 0.36079
2.60 1.00 0.49055
2.60 1.10 0.49630
2.60 1.20 0.55017
2.60 1.30 0.31618
2.60 1.40 0.25737
2.60 1.50 0.16455
2.60 1.60 0.17502
2.60 1.70 0.15787
2.60 1.80 0.09259
2.60 1.90 0.12574
2.60 2.00 0.11950
2.60 2.10 0.11629
2.60 2.20 0.09842
2.60 2.30 0.11749
2.60 2.40 0.09411
2.60 2.50 0.10040
2.60 2.60 0.12095
2.60 2.70 0.09266
2.60 2.80 0.10514
2.60 2.90 0.09950
2.60 3.00 0.09373

2.70 0.00 0.86795
2.70 0.10 0.72798
2.70 0.20 0.78400
2.70 0.30 0.74171
2.70 0.40 0.64267
2.70 0.50 0.35347
2.70 0.60 0.43071
2.70 0.70 0.50898
2.70 0.80 0.44940
2.70 0.90 0.43849
2.70 1.00 0.45064
2.70 1.10 0.62164
2.70 1.20 0.47206
2.70 1.30 0.37867
2.70 1.40 0.25114
2.70 1.50 0.17024
2.70 1.60 0.13971
2.70 1.70 0.13234
2.70 1.80 0.10705
2.70 1.90 0.12567
2.70 2.00 0.10600
2.70 2.10 0.10110
2.70 2.20 0.10479
2.70 2.30 0.12626
2.70 2.40 0.08774
2.70 2.50 0.08113
2.70 2.60 0.10233
2.70 2.70 0.09467
2.70 2.80 0.09939
2.70 2.90 0.09853
2.70 3.00 0.12197

2.80 0.00 1.29563
2.80 0.10 0.99785
2.80 0.20 0.86893
2.80 0.30 0.82320
2.80 0.40 0.73225
2.80 0.50 0.40490
2.80 0.60 0.55431
2.80 0.70 0.48456
2.80 0.80 0.44705
2.80 0.90 0.40725
2.80 1.00 0.57944
2.80 1.10 0.41679
2.80 1.20 0.55396
2.80 1.30 0.44970
2.80 1.40 0.26341
2.80 1.50 0.21398
2.80 1.60 0.21520
2.80 1.70 0.13784
2.80 1.80 0.12208
2.80 1.90 0.12479
2.80 2.00 0.11555
2.80 2.10 0.09169
2.80 2.20 0.11075
2.80 2.30 0.11878
2.80 2.40 0.09430
2.80 2.50 0.10266
2.80 2.60 0.11219
2.80 2.70 0.08440
2.80 2.80 0.11140
2.80 2.90 0.09681
2.80 3.00 0.08637

2.90 0.00 1.19745
2.90 0.10 1.16437
2.90 0.20 0.85074
2.90 0.30 0.61693
2.90 0.40 0.67448
2.90 0.50 0.65119
2.90 0.60 0.37371
2.90 0.70 0.40185
2.90 0.80 0.44388
2.90 0.90 0.43561
2.90 1.00 0.54930
2.90 1.10 0.46299
2.90 1.20 0.67433
2.90 1.30 0.33881
2.90 1.40 0.25537
2.90 1.50 0.28840
2.90 1.60 0.18252
2.90 1.70 0.18854
2.90 1.80 0.12961
2.90 1.90 0.10968
2.90 2.00 0.11155
2.90 2.10 0.13335
2.90 2.20 0.08740
2.90 2.30 0.08480
2.90 2.40 0.08333
2.90 2.50 0.11845
2.90 2.60 0.11786
2.90 2.70 0.11171
2.90 2.80 0.11592
2.90 2.90 0.12554
2.90 3.00 0.08035

3.00 0.00 1.25900
3.00 0.10 1.27503
3.00 0.20 0.84175
3.00 0.30 0.58776
3.00 0.40 0.57112
3.00 0.50 0.35923
3.00 0.60 0.74502
3.00 0.70 0.46835
3.00 0.80 0.38617
3.00 0.90 0.55775
3.00 1.00 0.54200
3.00 1.10 0.51966
3.00 1.20 0.55878
3.00 1.30 0.47783
3.00 1.40 0.25618
3.00 1.50 0.16538
3.00 1.60 0.19739
3.00 1.70 0.12027
3.00 1.80 0.15729
3.00 1.90 0.11900
3.00 2.00 0.14456
3.00 2.10 0.11691
3.00 2.20 0.11000
3.00 2.30 0.12275
3.00 2.40 0.09152
3.00 2.50 0.09100
3.00 2.60 0.10631
3.00 2.70 0.12460
3.00 2.80 0.13773
3.00 2.90 0.11126
3.00 3.00 0.10179

